        MB  Type                  Source      Name
      0.10  AudioClip             m_Resource  74_Player_23
      0.10  AudioClip             m_Resource  26_Toppo_166
      0.10  AudioClip             m_Resource  28_DANI_194
      0.10  AudioClip             m_Resource  20_DANI_14
      0.10  AudioClip             m_Resource  23_Toppo_20
      0.10  AudioClip             m_Resource  27_Toppo_27
      0.10  AudioClip             m_Resource  74_Player_4
      0.10  AudioClip             m_Resource  Animation Clip_Jasper_02_Inaccurate
      0.10  AudioClip             m_Resource  18_DANI_208
      0.10  AudioClip             m_Resource  26_Toppo_168
      0.10  AudioClip             m_Resource  18_DANI_184
      0.10  AudioClip             m_Resource  22_Aryn_50
      0.10  AudioClip             m_Resource  74_Player_4
      0.10  Texture2D             inline      Texture_MessyAnderson_Body_Diffuse
      0.10  AudioClip             m_Resource  18_DANI_235
      0.10  AudioClip             m_Resource  28_DANI_190
      0.10  AudioClip             m_Resource  59_DANI_194
      0.10  AudioClip             m_Resource  68_DANI_29
      0.10  AudioClip             m_Resource  8_Toppo_2
      0.10  AudioClip             m_Resource  74_Player_4
      0.10  AudioClip             m_Resource  18_DANI_247
      0.10  AnimationClip         object      Aryn_GA1_2_Sigh
      0.10  AudioClip             m_Resource  20_Aryn_67
      0.10  AudioClip             m_Resource  18_DANI_117
      0.10  AudioClip             m_Resource  68_DANI_4
      0.10  AudioClip             m_Resource  27_Toppo_30
      0.10  AudioClip             m_Resource  18_DANI_183
      0.10  AudioClip             m_Resource  59_DANI_190
      0.10  AudioClip             m_Resource  59_DANI_192
      0.10  AudioClip             m_Resource  28_DANI_192
      0.10  AudioClip             m_Resource  26_Toppo_194
      0.10  Texture2D             inline      Arm Band_Albedo
      0.10  AudioClip             m_Resource  74_Player_20
      0.10  AudioClip             m_Resource  20_Toppo_16
      0.10  AudioClip             m_Resource  18_DANI_233
      0.10  AudioClip             m_Resource  24_DANI_13
      0.10  AudioClip             m_Resource  18_Toppo_290
      0.10  AudioClip             m_Resource  27_Toppo_28
      0.10  AudioClip             m_Resource  18_DANI_237
      0.10  AudioClip             m_Resource  74_Player_20
      0.10  AudioClip             m_Resource  74_Player_20
      0.10  AudioClip             m_Resource  18_DANI_106
      0.10  AudioClip             m_Resource  21_Toppo_39
      0.09  Texture2D             inline      Texture_Fauna_Alligator_Metallic
      0.09  AnimationClip         object      Aryn_GA5_1_Thinking_Idle
      0.09  AnimationClip         object      Aryn_GA2_2_Thinking
      0.09  AudioClip             m_Resource  20_Jasper_66
      0.09  AudioClip             m_Resource  18_DANI_230
      0.09  AudioClip             m_Resource  74_Player_4
      0.09  AudioClip             m_Resource  28_DANI_180
      0.09  AudioClip             m_Resource  74_Player_20
      0.09  AudioClip             m_Resource  19_Anderson_27
      0.09  AudioClip             m_Resource  18_DANI_154
      0.09  AudioClip             m_Resource  18_DANI_33
      0.09  AnimationClip         object      Tera_GA3_1_Sigh
      0.09  AnimationClip         object      Tera_GA5_2_Idle
      0.09  AudioClip             m_Resource  18_Anderson_79
      0.09  AnimationClip         object      Aryn_GA1_1_CrossedArms_Idle
      0.09  AnimationClip         object      Aryn_GA4_1_Tense_Idle
      0.09  Texture2D             inline      Texture_PowerCube_Normal
      0.09  AudioClip             m_Resource  26_Toppo_178
      0.09  AudioClip             m_Resource  18_DANI_52
      0.09  AnimationClip         object      Aryn_GA2_1_Thinking_Idle
      0.09  Texture2D             inline      UI_Settings_BG
      0.09  AudioClip             m_Resource  21_Tera_77
      0.09  AudioClip             m_Resource  26_Toppo_203
      0.09  AudioClip             m_Resource  74_Player_20
      0.09  AudioClip             m_Resource  59_DANI_180
      0.09  Texture2D             inline      UnityWatermark-trial-big
      0.09  AudioClip             m_Resource  24_DANI_8
      0.09  AudioClip             m_Resource  26_Toppo_200
      0.09  AudioClip             m_Resource  74_Player_20
      0.09  Texture2D             inline      UI_Map_Unit2_60Active
      0.09  AudioClip             m_Resource  holowatch_ringing
      0.09  AudioClip             m_Resource  18_DANI_188
      0.09  AudioClip             m_Resource  25_DANI_24
      0.09  Texture2D             inline      UI_Map_Unit2_90Active
      0.09  AnimationClip         object      Toppo_TC2_2_Hug_Action
      0.09  Texture2D             inline      UI_Map_Unit2_120Active
      0.09  Texture2D             inline      UI_Map_Unit2_30Active
      0.09  Texture2D             inline      UI_Map_Unit2_270Active
      0.09  AudioClip             m_Resource  19_Anderson_29
      0.09  Texture2D             inline      UI_Map_Unit2_210Active
      0.09  Texture2D             inline      UI_Map_Unit2_150Active
      0.09  Texture2D             inline      UI_Map_Unit2_300Active
      0.09  Texture2D             inline      UI_Map_Unit2_0Active
      0.09  Texture2D             inline      UI_Map_Unit2_180Active
      0.09  Texture2D             inline      UI_Map_Unit2_330Active
      0.09  Texture2D             inline      UI_Map_Unit2_360Active
      0.09  Texture2D             inline      UI_Map_Unit2_240Active
      0.09  Texture2D             inline      UI_Map_Unit2_WaterActive
      0.09  Texture2D             inline      Texture_SoilKeyWallPanel_Emission
      0.09  AudioClip             m_Resource  18_DANI_141
      0.09  AudioClip             m_Resource  68_DANI_6
      0.09  Texture2D             inline      UI_StartGameButton_Active
      0.09  Texture2D             inline      UI_StartGameButton_Inactive
      0.09  AudioClip             m_Resource  26_Toppo_175
      0.09  AudioClip             m_Resource  27_Toppo_26
      0.09  AudioClip             m_Resource  20_Toppo_46
      0.09  Texture2D             inline      UI_Map_Unit2_Base
      0.09  AudioClip             m_Resource  27_Toppo_11
      0.09  AudioClip             m_Resource  Animation Clip_Tera_04_Earth
      0.09  AudioClip             m_Resource  18_DANI_7
      0.09  AudioClip             m_Resource  21_Tera_76
      0.09  Texture2D             inline      UI_Objectives_scrollBar
      0.09  AudioClip             m_Resource  18_DANI_168
      0.09  AudioClip             m_Resource  74_Player_23
      0.09  Mesh                  mesh-data   Combined Mesh (root: scene) 6
      0.09  AudioClip             m_Resource  18_DANI_51
      0.09  AudioClip             m_Resource  22_Aryn_31
      0.09  AudioClip             m_Resource  18_DANI_272
      0.09  AnimationClip         object      Hoverboard_Idle
      0.09  AudioClip             m_Resource  26_Toppo_174
      0.09  AudioClip             m_Resource  18_DANI_242
      0.09  AudioClip             m_Resource  18_DANI_10
      0.09  AudioClip             m_Resource  21_Tera_9
      0.09  AnimationClip         object      InAir
      0.09  AudioClip             m_Resource  18_Anderson_71
      0.08  AudioClip             m_Resource  23_Player_57
      0.08  AudioClip             m_Resource  23_DANI_41
      0.08  AudioClip             m_Resource  18_DANI_136
      0.08  AudioClip             m_Resource  74_Player_23
      0.08  AudioClip             m_Resource  18_Anderson_82
      0.08  AnimationClip         object      Player_TC1_1_ApprehensionToHug
      0.08  AudioClip             m_Resource  25_DANI_28
      0.08  Texture2D             inline      Texture_Tera_Eyelid_Diffuse
      0.08  Texture2D             inline      Texture_Aryn_Eyelid_Diffuse
      0.08  Texture2D             inline      Texture_Captain_Eyelid_Diffuse
      0.08  Texture2D             inline      Texture_Captain_Eyelid_Diffuse
      0.08  Texture2D             inline      Texture_Captain_Eyelid_Diffuse
      0.08  Texture2D             inline      Texture_Drone_Laser Scanner_Opacity
      0.08  Texture2D             inline      Texture_Pod_numbers
      0.08  Texture2D             inline      arfFront_Temp
      0.08  Texture2D             inline      Texture_Hoverboard_Normal
      0.08  Texture2D             inline      Texture_TeraPlanter_Plant
      0.08  Texture2D             inline      Cookie_Hexagon_Soft
      0.08  AudioClip             m_Resource  hologram_hum
      0.08  AudioClip             m_Resource  18_DANI_276
      0.08  AudioClip             m_Resource  74_Player_23
      0.08  AudioClip             m_Resource  26_Toppo_199
      0.08  AudioClip             m_Resource  18_DANI_220
      0.08  AudioClip             m_Resource  23_DANI_35
      0.08  AudioClip             m_Resource  18_DANI_4
      0.08  AudioClip             m_Resource  21_Tera_68
      0.08  Mesh                  mesh-data   Combined Mesh (root: scene) 2
      0.08  AudioClip             m_Resource  Line 2.0 Today in our
      0.08  AudioClip             m_Resource  U1Topo8
      0.08  AudioClip             m_Resource  74_Player_23
      0.08  AudioClip             m_Resource  74_Player_23
      0.08  AudioClip             m_Resource  21_Tera_5
      0.08  AudioClip             m_Resource  18_DANI_241
      0.08  AudioClip             m_Resource  16_Automated_System_3
      0.08  AudioClip             m_Resource  25_DANI_19
      0.08  AudioClip             m_Resource  23_Jasper_31
      0.08  AudioClip             m_Resource  103_Toppo_14
      0.08  AudioClip             m_Resource  21_Tera_91
      0.08  AudioClip             m_Resource  74_Player_10
      0.08  AudioClip             m_Resource  25_DANI_21
      0.08  AudioClip             m_Resource  20_Toppo_96
      0.08  AudioClip             m_Resource  18_DANI_91
      0.08  AudioClip             m_Resource  16_Automated_System_1
      0.08  AudioClip             m_Resource  23_Player_57
      0.08  AudioClip             m_Resource  26_Toppo_183
      0.08  AudioClip             m_Resource  23_Player_57
      0.08  AudioClip             m_Resource  18_Toppo_174
      0.08  AudioClip             m_Resource  21_Tera_31
      0.08  AudioClip             m_Resource  18_Anderson_282
      0.08  Texture2D             inline      UI_MapButton_Active
      0.08  Texture2D             inline      UI_MapButton_Inactive
      0.08  AudioClip             m_Resource  26_Toppo_180
      0.08  AudioClip             m_Resource  59_DANI_183
      0.08  Font                  object      PerfectDOSVGA437
      0.08  AudioClip             m_Resource  23_DANI_38
      0.08  AudioClip             m_Resource  26_Toppo_208
      0.08  AudioClip             m_Resource  103_Jasper_24
      0.08  AudioClip             m_Resource  Animation Clip_Calculation_digital_processing_06
      0.08  AudioClip             m_Resource  20_Toppo_24
      0.08  AudioClip             m_Resource  U1Topo4
      0.08  AudioClip             m_Resource  21_Tera_75
      0.08  AudioClip             m_Resource  18_DANI_252
      0.08  Texture2D             inline      UI_DialogueA_Answer_Inactive
      0.08  Texture2D             inline      UI_DialogueA_Answer_Active
      0.08  AnimationClip         object      Toppo_TC3_1_Hug_Idle
      0.08  AudioClip             m_Resource  8_DANI_5
      0.08  AudioClip             m_Resource  74_Player_23
      0.08  AudioClip             m_Resource  20_DANI_8
      0.08  AudioClip             m_Resource  26_Toppo_205
      0.08  AudioClip             m_Resource  74_Player_10
      0.08  AudioClip             m_Resource  23_Player_57
      0.08  AnimationClip         object      Aryn_U2_FA_Shrug
      0.08  AudioClip             m_Resource  18_DANI_224
      0.08  AudioClip             m_Resource  23_DANI_70
      0.08  AudioClip             m_Resource  20_Toppo_69
      0.08  AudioClip             m_Resource  28_DANI_183
